"会员","级别","评价星级","评价内容","时间","点赞数","评论数","追评时间","追评内容","页面网址","页面标题","采集时间"
"子***俊","PLUS会员","star5","家里的空调全是美的的，这次购买的这款无风感舒适星，外观漂亮大方，犹如一件精雕细琢的艺术品。美的想用户之所想，连空气开关都配给了，不需让用户另购。舒适星在制冷、制热方面都很棒，运行平稳、安静，上门安装师傅热情周到，不折不扣，为他点赞。","2018-11-08 22:39","0","0",,,"https://item.jd.com/6415295.html#comment","【美的KFR-72LW/WYSN8A1@】美的（Midea）3匹 舒适星 超一级能效 无风感 变频冷暖 立式 客厅圆柱空调柜机 KFR-72LW/WYSN8A1@【行情 报价 价格 评测】-京东","2018-12-14 18:25:48.4876342"
"j***1",,"star5","不错，美的还是可以，可以温暖的让家人过冬了。安装送货都很快，一下午搞定所以事情。","2018-11-08 21:12","0","0",,,"https://item.jd.com/6415295.html#comment","【美的KFR-72LW/WYSN8A1@】美的（Midea）3匹 舒适星 超一级能效 无风感 变频冷暖 立式 客厅圆柱空调柜机 KFR-72LW/WYSN8A1@【行情 报价 价格 评测】-京东","2018-12-14 18:26:03.7308279"
"j***e",,"star5","师傅很负责","2018-11-08 19:03","0","0",,,"https://item.jd.com/6415295.html#comment","【美的KFR-72LW/WYSN8A1@】美的（Midea）3匹 舒适星 超一级能效 无风感 变频冷暖 立式 客厅圆柱空调柜机 KFR-72LW/WYSN8A1@【行情 报价 价格 评测】-京东","2018-12-14 18:26:03.7718566"
"微***6",,"star5","京东快递速度快，安装师傅服务态度好","2018-11-08 18:48","0","0",,,"https://item.jd.com/6415295.html#comment","【美的KFR-72LW/WYSN8A1@】美的（Midea）3匹 舒适星 超一级能效 无风感 变频冷暖 立式 客厅圆柱空调柜机 KFR-72LW/WYSN8A1@【行情 报价 价格 评测】-京东","2018-12-14 18:26:03.8158857"
"朝***风",,"star5","此用户未填写评价内容","2018-11-08 15:18","0","0","[购买2天后追评]",,"https://item.jd.com/6415295.html#comment","【美的KFR-72LW/WYSN8A1@】美的（Midea）3匹 舒适星 超一级能效 无风感 变频冷暖 立式 客厅圆柱空调柜机 KFR-72LW/WYSN8A1@【行情 报价 价格 评测】-京东","2018-12-14 18:26:03.8529096"
"j***n",,"star5","安装师傅棒棒的点赞?京东速度快","2018-11-08 14:44","0","0",,,"https://item.jd.com/6415295.html#comment","【美的KFR-72LW/WYSN8A1@】美的（Midea）3匹 舒适星 超一级能效 无风感 变频冷暖 立式 客厅圆柱空调柜机 KFR-72LW/WYSN8A1@【行情 报价 价格 评测】-京东","2018-12-14 18:26:03.8909350"
"沫***0",,"star5","此用户未填写评价内容","2018-11-08 13:22","0","0",,,"https://item.jd.com/6415295.html#comment","【美的KFR-72LW/WYSN8A1@】美的（Midea）3匹 舒适星 超一级能效 无风感 变频冷暖 立式 客厅圆柱空调柜机 KFR-72LW/WYSN8A1@【行情 报价 价格 评测】-京东","2018-12-14 18:26:03.9399687"
"j***7",,"star5","此用户未填写评价内容","2018-11-08 12:16","0","0","[购买8天后追评]",,"https://item.jd.com/6415295.html#comment","【美的KFR-72LW/WYSN8A1@】美的（Midea）3匹 舒适星 超一级能效 无风感 变频冷暖 立式 客厅圆柱空调柜机 KFR-72LW/WYSN8A1@【行情 报价 价格 评测】-京东","2018-12-14 18:26:04.0040140"
"7***4",,"star5","收到货了，立马安排上门安装了，暖风超级快，京东很便宜，颜值高，安装师傅服务态度很好，耐心讲解，很用心，准备再入手儿童空调","2018-11-08 11:16","0","0",,,"https://item.jd.com/6415295.html#comment","【美的KFR-72LW/WYSN8A1@】美的（Midea）3匹 舒适星 超一级能效 无风感 变频冷暖 立式 客厅圆柱空调柜机 KFR-72LW/WYSN8A1@【行情 报价 价格 评测】-京东","2018-12-14 18:26:04.0540447"
"l***2","PLUS会员","star5","给家中老人买的，具体如何还不清楚，不过大品牌应该都是没问题，售后服务倒是没什么说的","2018-11-08 10:26","0","0",,,"https://item.jd.com/6415295.html#comment","【美的KFR-72LW/WYSN8A1@】美的（Midea）3匹 舒适星 超一级能效 无风感 变频冷暖 立式 客厅圆柱空调柜机 KFR-72LW/WYSN8A1@【行情 报价 价格 评测】-京东","2018-12-14 18:26:04.0980741"
"5***2",,"star5","好，京东服务好，质量好，价格好","2018-11-08 00:25","0","0",,,"https://item.jd.com/6415295.html#comment","【美的KFR-72LW/WYSN8A1@】美的（Midea）3匹 舒适星 超一级能效 无风感 变频冷暖 立式 客厅圆柱空调柜机 KFR-72LW/WYSN8A1@【行情 报价 价格 评测】-京东","2018-12-14 18:26:04.1461057"
"OFvglaAiAYzA",,"star5","上午派送完，下午就上门安装，安装师傅很负责任，下雨还过来安装，家里老人在家，很有耐心的指导怎么使用，一如既往的支持京东","2018-11-07 21:20","0","0",,,"https://item.jd.com/6415295.html#comment","【美的KFR-72LW/WYSN8A1@】美的（Midea）3匹 舒适星 超一级能效 无风感 变频冷暖 立式 客厅圆柱空调柜机 KFR-72LW/WYSN8A1@【行情 报价 价格 评测】-京东","2018-12-14 18:26:19.4023096"
"d***6","PLUS会员","star5","空调大气，质量怎么样还不了解！还没有安装好，只是挂好了室外机，说没有氧气接铜管。。。。。。。。当地安装师傅特别不愿意安装*元安装的活，原因可能是嫌厂家给的钱少，他们比较喜欢客户买单的活。售后服务真的不怎么样！但是对于美的空调的口碑还是要给好评的！","2018-11-07 19:11","0","0","[购买8天后追评]","空调已经安装好了，调试运行正常。","https://item.jd.com/6415295.html#comment","【美的KFR-72LW/WYSN8A1@】美的（Midea）3匹 舒适星 超一级能效 无风感 变频冷暖 立式 客厅圆柱空调柜机 KFR-72LW/WYSN8A1@【行情 报价 价格 评测】-京东","2018-12-14 18:26:19.4513427"
"激***代","PLUS会员","star5","安装服务专业仔细，满意。","2018-11-07 18:50","0","0",,,"https://item.jd.com/6415295.html#comment","【美的KFR-72LW/WYSN8A1@】美的（Midea）3匹 舒适星 超一级能效 无风感 变频冷暖 立式 客厅圆柱空调柜机 KFR-72LW/WYSN8A1@【行情 报价 价格 评测】-京东","2018-12-14 18:26:19.4953715"
"汝***明",,"star5","京东送货快超给力，超满意，下次继续在京东上购买。","2018-11-07 18:44","0","0",,,"https://item.jd.com/6415295.html#comment","【美的KFR-72LW/WYSN8A1@】美的（Midea）3匹 舒适星 超一级能效 无风感 变频冷暖 立式 客厅圆柱空调柜机 KFR-72LW/WYSN8A1@【行情 报价 价格 评测】-京东","2018-12-14 18:26:19.5434033"
"l***9","PLUS会员","star5","此用户未填写评价内容","2018-11-07 16:53","0","0","[购买2天后追评]","首先外观是比较满意的，很时尚，全家人都很满意，而且这空调蛮大的，比现在家用的3P大。昨晚上安装完成后开机试了下，在客厅10分钟就感觉到了温暖，把窗户都关上开了半小时都很满意，这空调主要是用来制冷的，现在没发试验，不过至少制暖是合格的。送货大哥一个人给送到门口，虽说有电梯，但是也是很辛苦，一共买了2个1.5P,一个3P全是他一个人给送上来的，安装人员一点就开始干，5点多才安装完，还打扫了卫生，都很满意。还有送的0元安装，这个3P的空调一分钱没花，总之都很满意。","https://item.jd.com/6415295.html#comment","【美的KFR-72LW/WYSN8A1@】美的（Midea）3匹 舒适星 超一级能效 无风感 变频冷暖 立式 客厅圆柱空调柜机 KFR-72LW/WYSN8A1@【行情 报价 价格 评测】-京东","2018-12-14 18:26:19.5954387"
"j***m",,"star5","此用户未填写评价内容","2018-11-07 16:39","0","0","[购买2天后追评]","空调不错，大小合适，颜色与沙发与客厅格调很搭;安上就开了暖风，制热超快;尤其值得表扬的是安装，零费用，很专业!!很不错的购物体验!!!","https://item.jd.com/6415295.html#comment","【美的KFR-72LW/WYSN8A1@】美的（Midea）3匹 舒适星 超一级能效 无风感 变频冷暖 立式 客厅圆柱空调柜机 KFR-72LW/WYSN8A1@【行情 报价 价格 评测】-京东","2018-12-14 18:26:19.6985074"
"O***O",,"star5","这款美的空调真的是太满意了，外型美观又大气，买了好些天，把制热制冷都试了，效果都非常好，制冷时无风感，老公满意的一塌糊涂。京东发货快，售后安装也很快，真的比实体店方便又划算。美的空调的质量我是非常信赖的，之前1999年买了台挂机，用了整整十九年，制冷制热到现在还很好，至今没维修过，就是之前搬家时充了一次氟利昂(不知是不是这三个字)，所以这次一下买了三个挂机一台柜机，都很好。京东客服也非常信守承诺，保价双十一，让我买的称心放心安心，绝对值得信赖！","2018-11-07 15:08","5","0",,,"https://item.jd.com/6415295.html#comment","【美的KFR-72LW/WYSN8A1@】美的（Midea）3匹 舒适星 超一级能效 无风感 变频冷暖 立式 客厅圆柱空调柜机 KFR-72LW/WYSN8A1@【行情 报价 价格 评测】-京东","2018-12-14 18:26:19.7495412"
"j***7",,"star5","空调精美漂亮，而且也不占地方，出风口也很大，静音效果也不错，总之是一次非常完美的选择","2018-11-07 15:04","0","0",,,"https://item.jd.com/6415295.html#comment","【美的KFR-72LW/WYSN8A1@】美的（Midea）3匹 舒适星 超一级能效 无风感 变频冷暖 立式 客厅圆柱空调柜机 KFR-72LW/WYSN8A1@【行情 报价 价格 评测】-京东","2018-12-14 18:26:19.8205890"
"j***a",,"star5","此用户未填写评价内容","2018-11-07 13:23","0","0",,,"https://item.jd.com/6415295.html#comment","【美的KFR-72LW/WYSN8A1@】美的（Midea）3匹 舒适星 超一级能效 无风感 变频冷暖 立式 客厅圆柱空调柜机 KFR-72LW/WYSN8A1@【行情 报价 价格 评测】-京东","2018-12-14 18:26:19.8786281"
"l***1","PLUS会员","star5","虽然大家都推荐其他品牌，但还是通过自己的各种比对选择了美的空调，一下子买了4台。对于变频，大家都说3分产品7分安装，下好订单就开始担心安装，结果来安装的两个师傅非常专业有耐心，抽真空都在15分钟以上，安装完毕还帮我连无线网，简直服务到家点赞。室内机看着比较精致，安装完毕制冷测试也没问题，遥控器细长型非常喜欢，小巧好收纳，自主品牌越来越好了。","2018-11-07 12:20","0","0",,,"https://item.jd.com/6415295.html#comment","【美的KFR-72LW/WYSN8A1@】美的（Midea）3匹 舒适星 超一级能效 无风感 变频冷暖 立式 客厅圆柱空调柜机 KFR-72LW/WYSN8A1@【行情 报价 价格 评测】-京东","2018-12-14 18:26:19.9416706"
"幸***强",,"star5","送货速度快，安装师傅专业，空调好看，零元安装。赞赞赞。。。。。。。","2018-11-07 12:15","0","0",,,"https://item.jd.com/6415295.html#comment","【美的KFR-72LW/WYSN8A1@】美的（Midea）3匹 舒适星 超一级能效 无风感 变频冷暖 立式 客厅圆柱空调柜机 KFR-72LW/WYSN8A1@【行情 报价 价格 评测】-京东","2018-12-14 18:26:35.1688539"
"j***n",,"star5","关注美的这一款空调很久了，主要看好无风感功能和超一级能效，趁着这次活动买了回来，早上下单，下午就送到了，签收后马上就有安装师傅联系安装，第二天一早就给安装好了，整个过程的购物体验超级棒。空调的外观很满意，大厂的范儿。开机试了试制热，预热非常快，热风很快就出来了。体验了下无风感，和空调挡风板类似，会把风挡一挡，但不是完全挡住，仍然有风过来，不过已经完全没有那种被直吹的感觉了","2018-11-06 23:08","0","0",,,"https://item.jd.com/6415295.html#comment","【美的KFR-72LW/WYSN8A1@】美的（Midea）3匹 舒适星 超一级能效 无风感 变频冷暖 立式 客厅圆柱空调柜机 KFR-72LW/WYSN8A1@【行情 报价 价格 评测】-京东","2018-12-14 18:26:35.2098819"
"x***e",,"star5","很漂亮，价格比实体店也便宜，这几天天冷制冷效果没试，致暖效果不错，暖风很快，也很安静。","2018-11-06 20:06","0","0","[购买3天后追评]","很大气美观，性价比超级高，比实体店里便宜。制暖效果快，暖风很舒适，这几天正赶上大降温，超级爽，柜机送风也很安静，老婆也很喜欢。安装师傅也很专业，还把铜管抽真空了的，总之，一句话，超级值，钱没白花。估计评价有五十字了吧。","https://item.jd.com/6415295.html#comment","【美的KFR-72LW/WYSN8A1@】美的（Midea）3匹 舒适星 超一级能效 无风感 变频冷暖 立式 客厅圆柱空调柜机 KFR-72LW/WYSN8A1@【行情 报价 价格 评测】-京东","2018-12-14 18:26:35.2499081"
"l***f",,"star5","刚装就用上了，制热效果不错，屋里很快暖和了。","2018-11-06 19:55","0","0",,,"https://item.jd.com/6415295.html#comment","【美的KFR-72LW/WYSN8A1@】美的（Midea）3匹 舒适星 超一级能效 无风感 变频冷暖 立式 客厅圆柱空调柜机 KFR-72LW/WYSN8A1@【行情 报价 价格 评测】-京东","2018-12-14 18:26:35.2879344"
"d***i",,"star5","送货很亲切，安装很及时.没送货呢师傅就打电话约时间安装了，安装的也特别快 非常感谢师傅的耐心热情服务，空调也是不错的。","2018-11-06 11:40","0","0",,,"https://item.jd.com/6415295.html#comment","【美的KFR-72LW/WYSN8A1@】美的（Midea）3匹 舒适星 超一级能效 无风感 变频冷暖 立式 客厅圆柱空调柜机 KFR-72LW/WYSN8A1@【行情 报价 价格 评测】-京东","2018-12-14 18:26:35.3439722"
"菠***汤",,"star5","外观漂亮、时尚，手感好，底座大看着稳当，制热效果快，猛，制冷现在没办法试，送货快到没办法说，安装师傅认真，细心，安装完卫生都打扫了！给安装师傅点赞，客服跟踪及时，安排送货和售后那是杠杠的，京东和美的没让人失望。零元安装太美了","2018-11-06 10:54","0","0",,,"https://item.jd.com/6415295.html#comment","【美的KFR-72LW/WYSN8A1@】美的（Midea）3匹 舒适星 超一级能效 无风感 变频冷暖 立式 客厅圆柱空调柜机 KFR-72LW/WYSN8A1@【行情 报价 价格 评测】-京东","2018-12-14 18:26:35.3839978"
"j***y","PLUS会员","star5","空调终于送来了，经过安装师傅的认真操作，已经安装完了。安装师傅很认真的讲解，如何使用比较满意京东自营。","2018-11-06 10:39","0","0",,,"https://item.jd.com/6415295.html#comment","【美的KFR-72LW/WYSN8A1@】美的（Midea）3匹 舒适星 超一级能效 无风感 变频冷暖 立式 客厅圆柱空调柜机 KFR-72LW/WYSN8A1@【行情 报价 价格 评测】-京东","2018-12-14 18:26:35.4240240"
"j***1","PLUS会员","star5","此用户未填写评价内容","2018-11-05 22:36","1","0","[购买7天后追评]",,"https://item.jd.com/6415295.html#comment","【美的KFR-72LW/WYSN8A1@】美的（Midea）3匹 舒适星 超一级能效 无风感 变频冷暖 立式 客厅圆柱空调柜机 KFR-72LW/WYSN8A1@【行情 报价 价格 评测】-京东","2018-12-14 18:26:35.4670527"
"6***8",,"star5","高端大气上档次   物有所值    赞一个","2018-11-05 21:58","0","0",,,"https://item.jd.com/6415295.html#comment","【美的KFR-72LW/WYSN8A1@】美的（Midea）3匹 舒适星 超一级能效 无风感 变频冷暖 立式 客厅圆柱空调柜机 KFR-72LW/WYSN8A1@【行情 报价 价格 评测】-京东","2018-12-14 18:26:35.5300952"
"o***洋",,"star5","京东的售后一直都很好，买得放心，这两年一直在京东上买吃的用的都很好，会一直支持！售后安装师傅很耐心很专业！","2018-11-05 21:41","0","0",,,"https://item.jd.com/6415295.html#comment","【美的KFR-72LW/WYSN8A1@】美的（Midea）3匹 舒适星 超一级能效 无风感 变频冷暖 立式 客厅圆柱空调柜机 KFR-72LW/WYSN8A1@【行情 报价 价格 评测】-京东","2018-12-14 18:26:35.5811293"
"宜***菜","PLUS会员","star5","还不错，很高大上哦。服务好，安装师傅专业有礼貌。相信美的空调的质量！！！","2018-11-05 20:16","0","0","[购买14天后追评]","家里面已经是第三台美的的空调了，这次购买大3P空调对比了至少十多个款式还有七八个品牌。从款式、外观、性价比及省电情况最终还是选择了美的空调。师傅上门安装服务非常好也非常专业，安装完后把地板卫生全部打扫得干干净净，最主要是没有加一分钱哦！！！家里人都夸我选的好，希望美的越做越好！中国智造强大无比！！！","https://item.jd.com/6415295.html#comment","【美的KFR-72LW/WYSN8A1@】美的（Midea）3匹 舒适星 超一级能效 无风感 变频冷暖 立式 客厅圆柱空调柜机 KFR-72LW/WYSN8A1@【行情 报价 价格 评测】-京东","2018-12-14 18:26:50.8143166"
"成***_","PLUS会员","star5","空调很漂亮，大气上档次。呵呵全家都很喜欢。今天下雨，有点冷，打开空调制热很快。很满意的一次购物。","2018-11-05 18:31","0","1",,,"https://item.jd.com/6415295.html#comment","【美的KFR-72LW/WYSN8A1@】美的（Midea）3匹 舒适星 超一级能效 无风感 变频冷暖 立式 客厅圆柱空调柜机 KFR-72LW/WYSN8A1@【行情 报价 价格 评测】-京东","2018-12-14 18:26:50.8613478"
"j***f","PLUS会员","star5","空调非常漂亮！制冷效果也很好，非常喜欢，很满意的一次购物！家里人也非常喜欢！支持推荐~","2018-11-05 18:07","0","0","[购买4天后追评]","无风感非常棒，也非常实用，冷风吹不到人，吹出来给人很舒服的感觉","https://item.jd.com/6415295.html#comment","【美的KFR-72LW/WYSN8A1@】美的（Midea）3匹 舒适星 超一级能效 无风感 变频冷暖 立式 客厅圆柱空调柜机 KFR-72LW/WYSN8A1@【行情 报价 价格 评测】-京东","2018-12-14 18:26:50.9003751"
"小***8",,"star5","安装服务好","2018-11-05 17:11","0","0",,,"https://item.jd.com/6415295.html#comment","【美的KFR-72LW/WYSN8A1@】美的（Midea）3匹 舒适星 超一级能效 无风感 变频冷暖 立式 客厅圆柱空调柜机 KFR-72LW/WYSN8A1@【行情 报价 价格 评测】-京东","2018-12-14 18:26:50.9434030"
"j***v",,"star5","物流很给力！安装很到位！使用效果不错！","2018-11-05 16:36","0","0",,,"https://item.jd.com/6415295.html#comment","【美的KFR-72LW/WYSN8A1@】美的（Midea）3匹 舒适星 超一级能效 无风感 变频冷暖 立式 客厅圆柱空调柜机 KFR-72LW/WYSN8A1@【行情 报价 价格 评测】-京东","2018-12-14 18:26:50.9934382"
"小***u","PLUS会员","star5","空调很棒，比实体店便宜！","2018-11-05 16:15","0","0",,,"https://item.jd.com/6415295.html#comment","【美的KFR-72LW/WYSN8A1@】美的（Midea）3匹 舒适星 超一级能效 无风感 变频冷暖 立式 客厅圆柱空调柜机 KFR-72LW/WYSN8A1@【行情 报价 价格 评测】-京东","2018-12-14 18:26:51.0454730"
"I***I","PLUS会员","star5","东西不错，！！！！！！！！！","2018-11-05 14:36","0","0",,,"https://item.jd.com/6415295.html#comment","【美的KFR-72LW/WYSN8A1@】美的（Midea）3匹 舒适星 超一级能效 无风感 变频冷暖 立式 客厅圆柱空调柜机 KFR-72LW/WYSN8A1@【行情 报价 价格 评测】-京东","2018-12-14 18:26:51.1315309"
"钟***叙",,"star5","非常棒","2018-11-05 14:07","0","0","[购买23天后追评]","买过很多美的的空调了，这个机型性价比不错，还是一级能效。买空调只选一级能效，不仅用起来省电，性能还更好。希望能多用几年吧。","https://item.jd.com/6415295.html#comment","【美的KFR-72LW/WYSN8A1@】美的（Midea）3匹 舒适星 超一级能效 无风感 变频冷暖 立式 客厅圆柱空调柜机 KFR-72LW/WYSN8A1@【行情 报价 价格 评测】-京东","2018-12-14 18:26:51.1935715"
"j***3","PLUS会员","star5","不错！空调好看，安装师傅也很负责！很满意！","2018-11-05 13:16","0","0","[购买4天后追评]","很漂亮的空调！实物比网上图片好看太多！高大上的感觉！特别喜欢！制冷，制热效果都很棒！家里有宝宝，特意选择无风感的舒适星！安装师傅特别专业！美的大品牌！值得信赖！以后装空调还会选择美的！！！","https://item.jd.com/6415295.html#comment","【美的KFR-72LW/WYSN8A1@】美的（Midea）3匹 舒适星 超一级能效 无风感 变频冷暖 立式 客厅圆柱空调柜机 KFR-72LW/WYSN8A1@【行情 报价 价格 评测】-京东","2018-12-14 18:26:51.2456051"
"5***6",,"star5","一直信赖京东，合适的价格买到性价比非常高的东西，质量也很不错，服务也棒","2018-11-05 11:32","0","0",,,"https://item.jd.com/6415295.html#comment","【美的KFR-72LW/WYSN8A1@】美的（Midea）3匹 舒适星 超一级能效 无风感 变频冷暖 立式 客厅圆柱空调柜机 KFR-72LW/WYSN8A1@【行情 报价 价格 评测】-京东","2018-12-14 18:26:51.3126499"
"j***0",,"star5","非常不错  暖气上来的特别快   我家50平   十分钟就暖和了","2018-11-05 07:37","0","0",,,"https://item.jd.com/6415295.html#comment","【美的KFR-72LW/WYSN8A1@】美的（Midea）3匹 舒适星 超一级能效 无风感 变频冷暖 立式 客厅圆柱空调柜机 KFR-72LW/WYSN8A1@【行情 报价 价格 评测】-京东","2018-12-14 18:27:06.5408348"
"飞***期",,"star5","空调送货很快，家人跟我说安装师傅也很及时联系预约上门安装，也按要求抽真空。空调外观好看，圆形这种比方形的好多了，占地面积也不大。空调是3匹的，对比了美的其它型号，选了这个一级能效的，应该省电一些并且这款有WiFi连接功能方便一点。风很大，降温也很快。安装服务有一点小插曲，后来售后很认真负责跟进并且解决好。售前售后服务态度都是很不错的，送装服务我也给了五星好评。家里另外也买了美的热水器，也很快安排师傅上门安装了，好评。","2018-11-04 22:34","0","0",,,"https://item.jd.com/6415295.html#comment","【美的KFR-72LW/WYSN8A1@】美的（Midea）3匹 舒适星 超一级能效 无风感 变频冷暖 立式 客厅圆柱空调柜机 KFR-72LW/WYSN8A1@【行情 报价 价格 评测】-京东","2018-12-14 18:27:06.5858643"
"j***1","PLUS会员[试用]","star5","下个美居APP，可以用手机控制，安装很快，试机能制冷制热","2018-11-04 15:53","0","0",,,"https://item.jd.com/6415295.html#comment","【美的KFR-72LW/WYSN8A1@】美的（Midea）3匹 舒适星 超一级能效 无风感 变频冷暖 立式 客厅圆柱空调柜机 KFR-72LW/WYSN8A1@【行情 报价 价格 评测】-京东","2018-12-14 18:27:06.6268915"
"j***j",,"star5","我对京东的接装师傅的服务很到位，感到非常滿意。下次还买京东货。","2018-11-04 13:05","0","0",,,"https://item.jd.com/6415295.html#comment","【美的KFR-72LW/WYSN8A1@】美的（Midea）3匹 舒适星 超一级能效 无风感 变频冷暖 立式 客厅圆柱空调柜机 KFR-72LW/WYSN8A1@【行情 报价 价格 评测】-京东","2018-12-14 18:27:06.6679195"
"j***彦",,"star5","此用户未填写评价内容","2018-11-04 12:48","0","0",,,"https://item.jd.com/6415295.html#comment","【美的KFR-72LW/WYSN8A1@】美的（Midea）3匹 舒适星 超一级能效 无风感 变频冷暖 立式 客厅圆柱空调柜机 KFR-72LW/WYSN8A1@【行情 报价 价格 评测】-京东","2018-12-14 18:27:06.7089472"
"j***z",,"star5","安装师傅速度很快。","2018-11-04 12:01","0","0","[购买16天后追评]","下面也没有反e卡的规则，需要评论50字以上才可以呢。评论后找客服才知道要评论50字以上才可以，特来追加一下评论。试了一下无风感，风量确实小了点，本来是像百叶扇一样的，风速很大，点了一下无风之后，百叶扇合起来了，风会通过百叶扇上面的很多小圆孔出来，这样就感觉不到强风了。","https://item.jd.com/6415295.html#comment","【美的KFR-72LW/WYSN8A1@】美的（Midea）3匹 舒适星 超一级能效 无风感 变频冷暖 立式 客厅圆柱空调柜机 KFR-72LW/WYSN8A1@【行情 报价 价格 评测】-京东","2018-12-14 18:27:06.7589804"
"4***1","PLUS会员","star5","由于还没有装修好，暂时无法安装，觉得在价格上便宜了好多。八二拿到的","2018-11-04 11:57","0","0",,,"https://item.jd.com/6415295.html#comment","【美的KFR-72LW/WYSN8A1@】美的（Midea）3匹 舒适星 超一级能效 无风感 变频冷暖 立式 客厅圆柱空调柜机 KFR-72LW/WYSN8A1@【行情 报价 价格 评测】-京东","2018-12-14 18:27:06.8130162"
"j***x",,"star5","好评，非常棒关注很久啦，去**和其他电器城都看过，京东价格有优势，服务也好，提前联系修改了安装时间，小哥态度特别热情，家里的电器都是在京东买的，值得信任","2018-11-03 19:36","0","0","[购买7天后追评]",,"https://item.jd.com/6415295.html#comment","【美的KFR-72LW/WYSN8A1@】美的（Midea）3匹 舒适星 超一级能效 无风感 变频冷暖 立式 客厅圆柱空调柜机 KFR-72LW/WYSN8A1@【行情 报价 价格 评测】-京东","2018-12-14 18:27:06.8880670"
"x***8",,"star5","配送迅速，配送和安装师傅服务态度还不错，机器来到有小划痕，安装师傅多次问询要不要换，在接受范围内，算了免得麻烦了小事情就不折腾大家了，试了一下制冷制热，效率强劲，还是挺满意的！","2018-11-03 19:05","0","0",,,"https://item.jd.com/6415295.html#comment","【美的KFR-72LW/WYSN8A1@】美的（Midea）3匹 舒适星 超一级能效 无风感 变频冷暖 立式 客厅圆柱空调柜机 KFR-72LW/WYSN8A1@【行情 报价 价格 评测】-京东","2018-12-14 18:27:06.9431032"
"z***d","PLUS会员","star5","配送及时，送货员态度也很好。安装服务态度很好，安装流程标准，来安装的两位师傅相当辛苦，在狭小的空间高空安装了很久，而且是零元装，总体服务相当满意！因为天气凉了，无法测试制冷，制热速度不错。","2018-11-03 16:46","0","0",,,"https://item.jd.com/6415295.html#comment","【美的KFR-72LW/WYSN8A1@】美的（Midea）3匹 舒适星 超一级能效 无风感 变频冷暖 立式 客厅圆柱空调柜机 KFR-72LW/WYSN8A1@【行情 报价 价格 评测】-京东","2018-12-14 18:27:07.0031440"
"k***D","PLUS会员","star5","京东送货就是快，安装也敬业，点赞，美的品牌值得信赖","2018-11-03 15:47","0","0",,,"https://item.jd.com/6415295.html#comment","【美的KFR-72LW/WYSN8A1@】美的（Midea）3匹 舒适星 超一级能效 无风感 变频冷暖 立式 客厅圆柱空调柜机 KFR-72LW/WYSN8A1@【行情 报价 价格 评测】-京东","2018-12-14 18:27:22.1772912"
"s***9",,"star5","空调收到了，京东次日送达，接着安装很方便。宝贝高端大气上档次，效果特别棒，很是喜欢，这是给家里老人购买的，第二次购买了，强烈推荐。再说下安装小哥，尤其要点赞，服务热情，安装技术娴熟，而且还帮忙参考安装到哪个地方合适，给100个赞，棒棒哒","2018-11-03 15:22","1","0","[购买3天后追评]","使用后再来评价的，制热效果特别好，很快屋里就暖和了","https://item.jd.com/6415295.html#comment","【美的KFR-72LW/WYSN8A1@】美的（Midea）3匹 舒适星 超一级能效 无风感 变频冷暖 立式 客厅圆柱空调柜机 KFR-72LW/WYSN8A1@【行情 报价 价格 评测】-京东","2018-12-14 18:27:22.2173192"
"牛***糊","PLUS会员","star5","冬天制热非常不错，安装师傅非常不错。美的的品牌服务不错，京东也不错","2018-11-03 15:05","0","0","[购买11天后追评]","立式空调这样的外观非常好看了，正是我喜欢的，安装后试机都震撼了，加热特别快，安装师傅帮我讲解了如何使用，又建议了一些保养，提醒了很多注意事项，服务真是没的说，买美的买对了。从京东买也放心！","https://item.jd.com/6415295.html#comment","【美的KFR-72LW/WYSN8A1@】美的（Midea）3匹 舒适星 超一级能效 无风感 变频冷暖 立式 客厅圆柱空调柜机 KFR-72LW/WYSN8A1@【行情 报价 价格 评测】-京东","2018-12-14 18:27:22.2583463"
"jdtowsky",,"star5","新家搬家给娘家买的，家里人都很满意，特别是于无风感这一点特别赞，现在正好湖南天气开始冷了，制热功效没话说，而且我家是比较偏远的地区，真的直接送到我家里，安装师傅也是提前打电话过来说安装的，效率挺快的！反正是一次跟赞的购物，京东服务更是没话说，买贵了有保价协议！","2018-11-03 14:33","0","1",,,"https://item.jd.com/6415295.html#comment","【美的KFR-72LW/WYSN8A1@】美的（Midea）3匹 舒适星 超一级能效 无风感 变频冷暖 立式 客厅圆柱空调柜机 KFR-72LW/WYSN8A1@【行情 报价 价格 评测】-京东","2018-12-14 18:27:22.2953705"
"L***嘉",,"star5","师傅很不容易，我家11楼，外面能踩的地方只有一点点，很危险，安装非常用心。机器也很美观，好不好等以后用了再看","2018-11-03 14:30","0","0","[购买9天后追评]","用下来觉得制热很快，这几天上海降温了，赶紧试了试。风很温和，再也不担心宝宝着凉了，买的时候就想买个好看的柜机不看价格了，看了很多还是觉得这个好，价格和双11一样，就赶紧买下来了。放在家里真的很漂亮…质量也很好呢","https://item.jd.com/6415295.html#comment","【美的KFR-72LW/WYSN8A1@】美的（Midea）3匹 舒适星 超一级能效 无风感 变频冷暖 立式 客厅圆柱空调柜机 KFR-72LW/WYSN8A1@【行情 报价 价格 评测】-京东","2018-12-14 18:27:22.3353976"
